SALEPRICE,CONSTYR,LOTSQFT,CALC_ACRES,LANDVAL1,IMPVAL,ZIPCODE,SALEDATE,SALETYPE
496000,2024,1234,43.91650009,57750,114334,891350000,20250201,R
573990,2024,2328,0.085336,39200,146079,891660000,20250201,R
542840,2024,2114,0.07788,39200,135533,891660000,20250201,R
538000,2024,2261,0.085336,39200,141858,945800000,20250201,R
588837,2025,1421,43.91650009,57750,126377,891380000,20250201,R
485000,2025,1232,43.91650009,57750,114932,891380000,20250201,R
530000,2025,1234,43.91650009,57750,115153,891380000,20250201,R
597159,2025,2022,0.166077,44100,141965,891660000,20250201,R
534990,2024,2129,0.089009,39200,135910,891660000,20250201,R
534990,2024,2129,0.084418,39200,135220,891660000,20250201,R
706790,2025,3183,0.154964,42000,185894,891660000,20250201,R
649227,2024,2541,0.118174,42000,156611,891660000,20250201,R
525030,2024,2129,0.084419,39200,135910,88520000,20250201,R
708310,2024,2382,4.46760988,52500,164445,891660000,20250201,R
594990,2024,2541,0.118174,42000,156611,891660000,20250201,R
661594,2024,2283,4.46760988,52500,156406,891660000,20250201,R
938450,2025,3541,0.17419501,66500,236846,891310000,20250201,R
879662,2025,4163,0.17146701,66500,259400,891310000,20250201,R
592330,2025,1421,43.91650009,57750,125946,891380000,20250201,R
874995,2023,2952,0.18465699,66500,218217,891310000,20250201,R
653581,2024,2566,0.092906,57750,163648,891660000,20250201,R
715093,2024,2566,0.092906,57750,163648,891660000,20250201,R
363000,1947,1148,0,33250,16706,891100000,20250201,R
841237,2024,3481,0.132477,57750,214615,891660000,20250201,R
1060000,2025,3931,0,103950,278402,891490000,20250201,R
13349694,2006,1670,0,29050,74312,852540000,20250101,M
345000,2006,1686,0,28700,73997,852610000,20250101,R
320000,2007,1205,0,25900,52264,891490000,20250101,R
359000,2005,1612,0,26950,68028,891170000,20250101,R
342500,2006,1298,0,25900,53827,577010000,20250101,R
369900,2005,1419,0,25603,62378,891290000,20250101,F
380000,2006,2222,0,25900,93333,923080000,20250101,F
338000,2004,1336,0,26950,59569,891400000,20250101,R
339900,2013,1215,0,25900,62398,891490000,20250101,R
310000,2002,1343,0,21350,48001,891560000,20250101,R
363000,2006,1451,0,25900,65854,891490000,20250101,R
390000,2007,1977,0,29050,82017,891490000,20250101,R
315000,2008,1609,0,25900,75805,891490000,20250101,R
3851731,1996,1621,0,31500,50744,852540000,20250101,M
308000,2007,1250,0,23100,58807,891060000,20250101,R
380000,1997,1400,0,31500,45765,891290000,20250101,R
13349694,2012,1702,0,28928,84680,852540000,20250101,M
430000,2007,1789,0,30450,78400,891660000,20250101,R
405000,2014,1873,0,31255,92870,891170000,20250101,R
365000,2005,1609,0,31500,69412,891473767,20250101,R
355000,2005,1547,0,28350,62369,948060000,20250101,R
350000,2018,1339,0,25200,73157,891150000,20250101,R
430000,1997,1461,0,36400,51266,891170000,20250101,R
389900,2005,1516,0,30800,65085,890310000,20250101,R
13349694,2011,1697,0,30450,80913,852540000,20250101,M
595000,2006,1962,0,67900,110130,891350000,20250101,R
13349694,2016,1737,0,29050,87429,852540000,20250101,M
530000,2006,2535,0,57050,104943,891450000,20250101,R
420000,2008,1919,0,28700,83117,891490000,20250101,R
445000,2005,2226,0,32900,88114,891190000,20250101,R
13349694,2006,1899,0,28700,80003,852540000,20250101,M
414500,2007,1741,0,31325,81744,891290000,20250101,R
520000,2012,1749,0,58450,92162,891350000,20250101,R
505000,2013,1470,0,58450,81208,891350000,20250101,R
425000,2004,1840,0,31850,76979,891663718,20250101,R
400000,2004,1840,0,31850,77408,891660000,20250101,R
333000,1997,1096,0,23450,40178,891060000,20250101,R
320000,1983,918,0,22750,21797,891100000,20250101,R
350000,1981,1235,0,25550,23252,891080000,20250101,R
325000,2004,1554,0,25900,62763,891060000,20250101,R
349900,1995,1338,0,35700,47923,891450000,20250101,R
460000,2007,2296,0,32550,94439,891550000,20250101,R
335000,1986,1115,0,24500,27811,891300000,20250101,R
500000,1989,2156,0,46550,58198,891170000,20250101,R
435000,2005,2036,0,32200,89310,891310000,20250101,R
475000,2001,1718,0,50400,65581,891440000,20250101,R
305000,1979,1302,0,24850,22094,891080000,20250101,R
412000,1996,1702,0,35700,59924,950600000,20250101,R
800000,1988,2820,0,77000,85362,891090000,20250101,R
430000,2003,1485,0,32900,64348,891290000,20250101,R
445000,2014,2036,0,34650,102088,891660000,20250101,R
145000,1994,2068,0,42000,67248,891290000,20250101,R
495000,2015,2312,0,32550,110838,891490000,20250101,R
375000,2004,1476,0,32200,62533,891290000,20250101,R
395500,1992,1629,0,33600,49964,891280000,20250101,R
490000,1999,1678,0,51100,59702,891440000,20250101,R
375000,1994,1254,0,33600,40704,891290000,20250101,R
445000,1993,1829,0,22750,49955,840700000,20250101,R
352500,1995,1240,0,23100,42287,891100000,20250101,R
390000,1989,1844,0,23450,44618,891420000,20250101,R
342000,1987,1136,0,26600,31231,891080000,20250101,R
404000,2000,1305,0,30100,54240,891430000,20250101,R
412000,2004,1474,0,30100,64326,891310000,20250101,R
13349694,1998,1183,0,51100,47111,852540000,20250101,M
357000,1999,1553,0,37800,54614,891290000,20250101,R
400000,2004,1669,0,32200,75389,891310000,20250101,R
415000,1997,1303,0,30450,48838,847210000,20250101,U
340000,1985,1276,0,33250,31320,915040000,20250101,R
425000,2005,1687,0,30450,75279,890840000,20250101,R
400000,2002,1749,0,28350,61990,891080000,20250101,R
455000,2004,2066,0,32200,88486,891310000,20250101,R
380000,1988,1101,0,35350,36826,891170000,20250101,R
410000,2007,1632,0,30450,78752,890840000,20250101,R
490000,1995,1916,0,42000,58266,891470000,20250101,R
375000,1995,1322,0,33600,47356,891480000,20250101,R
430000,1994,1731,0,33600,52236,891455440,20250101,R
475000,1992,1567,0,33600,47111,891450000,20250101,R
420000,1999,2058,0,30450,69598,891310000,20250101,R
500000,1997,1671,0,52500,55571,941150000,20250101,R
485000,1998,1492,0,52850,61034,940250000,20250101,R
529000,1994,1870,0,45150,58782,891170000,20250101,R
395000,1992,1641,0,33600,47050,891280000,20250101,R
352000,2001,1056,0,24500,49904,891420000,20250101,R
441500,1999,1950,0,46550,71717,891170000,20250101,R
293671,1995,1821,0,49000,56667,891170000,20250101,A
360000,2000,1310,0,34300,48596,891290000,20250101,R
335000,1994,1292,0,32550,45927,891170000,20250101,R
380000,1984,1180,0,24150,30572,891080000,20250101,R
392000,1992,1603,0,32550,46755,891280000,20250101,R
452000,1998,1682,0,49700,60796,891380000,20250101,R
13349694,1985,1646,0,31850,36658,852540000,20250101,M
455000,2005,1853,0,37450,67676,891290000,20250101,R
13349694,2008,2612,0,33583,119518,852540000,20250101,M
525000,2013,2174,0,38500,108191,891660000,20250101,R
412500,1997,1348,0,35700,52584,891296745,20250101,R
434900,1993,1770,0,39550,51255,891290000,20250101,R
390000,1998,1463,0,28350,53326,891310000,20250101,F
3851731,2002,1336,0,29750,58132,852540000,20250101,M
425000,2001,1877,0,33250,70066,891300000,20250101,R
405000,2003,1396,0,33250,63644,891310000,20250101,R
499000,2004,2490,0,36400,91478,891430000,20250101,R
435000,2002,2024,0,30450,74670,891313651,20250101,R
385000,1987,1257,0,42700,36933,891170000,20250101,R
554000,2002,2348,0,37800,84068,891170000,20250101,R
540000,1992,2080,0,43400,57547,891340000,20250101,R
590000,1999,2439,0,52850,84448,891350000,20250101,R
400000,1991,1368,0,28350,41556,891080000,20250101,R
440000,1998,1878,0,36750,63239,921270000,20250101,R
3851731,1993,1433,0,32200,45624,852540000,20250101,M
493500,1988,1567,0,39060,43480,891170000,20250101,R
340000,1990,1162,0,22750,34719,891100000,20250101,R
425000,2006,1559,0,32200,78513,891490000,20250101,R
375000,1990,1192,0,27650,37708,891080000,20250101,R
650000,2006,2408,0,70350,115195,891440000,20250101,R
480000,1995,2221,0,39550,66087,891297213,20250101,U
410000,1998,1252,0,30450,50795,891310000,20250101,R
465000,2000,2208,0,30100,74797,891430000,20250101,R
430000,1998,1461,0,39550,58046,891130000,20250101,R
710000,2004,2431,0,64400,94855,951290000,20250101,R
120000,1955,898,0,26250,14225,891310000,20250101,R
490000,2000,1309,0,50750,54475,891440000,20250101,R
200000,1983,1056,0,22750,11056,891156319,20250101,R
328850,1955,934,0,26250,12861,891070000,20250101,R
435000,1996,1832,0,35700,63668,891450000,20250101,R
372500,2000,1368,0,33250,57022,891310000,20250101,R
290000,1940,942,0,21000,11694,891100000,20250101,R
449000,2011,2015,0,33583,99161,890850000,20250101,B
515000,2004,2918,0,36050,112359,891312600,20250101,R
398000,1990,1293,0,33250,39517,891450000,20250101,R
13349694,1984,1724,0,31850,34972,852540000,20250101,M
359000,1994,1190,0,34650,43124,891170000,20250101,R
350000,1997,1226,0,31500,48075,891310000,20250101,R
397000,1992,1423,0,33250,45845,891450000,20250101,R
449000,1988,1567,0,43400,44594,891170000,20250101,R
365000,1983,1263,0,31675,27137,891020000,20250101,R
392500,2000,1786,0,30100,63171,891430000,20250101,R
415000,1988,1384,0,31500,44462,600070000,20250101,R
580000,2002,2184,0,66150,86567,968140000,20250101,R
322000,1962,1421,0,26250,15881,891560000,20250101,R
545000,2004,1713,0,65450,72143,891380000,20250101,R
405000,1990,1629,0,33600,45681,891280000,20250101,R
246328,2001,1650,0,33950,62926,890310000,20250101,R
520000,1978,1668,0,62300,34732,891020000,20250101,R
400000,1999,1305,0,30100,54568,891430000,20250101,R
695000,1975,2342,0,62300,39061,891020000,20250101,R
396416,1998,1615,0,31500,59035,891390000,20250101,R
430000,1994,2204,0,26950,63969,891420000,20250101,R
410000,1987,1258,0,42700,36312,891170000,20250101,R
379000,1989,1472,0,27650,40661,891030000,20250101,R
360000,2001,1401,0,33250,56948,890310000,20250101,R
281000,1999,1783,0,64400,67901,891440000,20250101,R
545000,2010,2548,0,39550,120420,891660000,20250101,R
560000,2012,2600,0,37800,122920,891660000,20250101,R
520000,1998,1446,0,61600,55697,891380000,20250101,R
538000,2002,1667,0,62650,69889,917890000,20250101,R
377500,2001,1421,0,33250,56563,890310000,20250101,R
506000,2006,2505,0,39900,130570,890854483,20250101,R
350000,1994,1238,0,19950,38589,891100000,20250101,R
575000,2005,2897,0,35700,114996,18210000,20250101,R
460000,1997,1495,0,51100,51723,891440000,20250101,R
112557,1963,1113,0,26250,15011,891290000,20250101,R
242000,1964,832,0,7000,11257,890300000,20250101,R
465000,2005,2304,0,38150,90204,891300000,20250101,R
451000,1996,1784,0,37100,60945,110400000,20250101,R
400000,1991,1485,0,35700,42838,891340000,20250101,R
345000,1983,1402,0,28000,31631,891080000,20250101,R
525000,2005,2026,0,42000,104557,891490000,20250101,R
325000,1970,1056,0,28700,14455,891150000,20250101,R
116000,1962,996,0,26250,15034,891010000,20250101,B
735000,2002,2548,0,77000,94512,891350000,20250101,R
300000,1970,988,0,10500,18950,891060000,20250101,R
315000,1962,1180,0,27650,16571,891080000,20250101,R
360000,1962,1120,0,26250,16462,891070000,20250101,R
392000,1989,2021,0,30100,55834,891700000,20250101,R
419900,1979,1480,0,31150,28453,891080000,20250101,R
263000,1990,1248,0,22750,24737,891100000,20250101,R
392000,1957,1456,0,28350,21055,891060000,20250101,R
13349694,1989,2247,0,39900,57489,852540000,20250101,M
421000,1995,1154,0,41650,42826,891340000,20250101,R
293500,1989,1635,0,33250,49284,891280000,20250101,D
350000,1999,1141,0,26250,46801,891080000,20250101,R
345000,1999,1141,0,26250,46080,890320000,20250101,R
330000,1970,1152,0,25550,16417,890300000,20250101,R
86794,1948,480,0,13125,6802,891060000,20250101,M
240000,1956,891,0,28000,13120,891180000,20250101,R
430000,1998,1789,0,32550,61933,891310000,20250101,R
385000,1976,1232,0,40600,21030,891030000,20250101,F
280000,1966,1296,0,28000,18197,890300000,20250101,R
115049,1964,1100,0,28700,15214,891300000,20250101,U
420000,1998,1668,0,32550,58724,891310000,20250101,R
330000,1944,1476,0,28000,20392,891040000,20250101,R
499000,1996,1669,0,48650,62883,891080000,20250101,R
425000,2003,1599,0,35700,66764,890310000,20250101,R
585000,2001,1633,0,67550,73951,945060000,20250101,R
290000,1971,1152,0,31500,15517,891030000,20250101,R
280000,1963,1092,0,26250,15692,917310000,20250101,R
328500,1964,1680,0,30800,21079,891080000,20250101,R
550000,2005,2679,0,41300,108108,891310000,20250101,R
350000,1963,1274,0,30800,17862,891070000,20250101,R
767500,2001,2570,0,77000,94113,891351024,20250101,R
380000,1963,1892,0,31500,22935,891090000,20250101,P
172331,1963,1850,0,35000,27163,917840000,20250101,A
273000,1970,1056,0,31500,14491,890300000,20250101,R
150000,1954,1902,0,28000,22923,891020000,20250101,P
415000,1987,1768,0,33600,45302,891460000,20250101,R
430000,1965,1892,0,30800,23384,891080000,20250101,R
335000,1956,1952,0,27300,22239,891060000,20250101,R
320000,1953,1725,0,28000,21846,891040000,20250101,R
420000,2003,2170,0,36050,88359,890310000,20250101,R
520000,1991,1788,0,62300,60611,891170000,20250101,R
320000,1970,1082,0,25725,15004,891040000,20250101,R
325000,1955,1310,0,28000,17164,891080000,20250101,R
310000,1960,884,0,27300,11755,891060000,20250101,R
350000,1970,1272,0,26250,19049,891100000,20250101,R
480000,1976,1739,0,40250,34430,891030000,20250101,R
324900,1954,1322,0,22750,16168,890300000,20250101,R
240000,1947,924,0,28000,12977,891100000,20250101,R
252637,2004,1253,0,29400,57940,891340000,20250101,R
225000,1942,896,0,26250,13554,891010000,20250101,R
323000,1954,1042,0,22750,13256,890300000,20250101,R
405000,1968,2055,0,31500,26299,891070000,20250101,R
538888,2001,1536,0,65450,63479,461430000,20250101,R
410000,2000,2102,0,35000,79787,75060000,20250101,R
515000,1996,1511,0,46900,56087,891340000,20250101,R
474900,1997,1402,0,46900,59123,891345153,20250101,U
585000,2010,3381,0,40950,147077,890850000,20250101,R
250000,1999,1152,0,28000,31979,891100000,20250101,R
415000,1979,1581,0,28000,24846,891100000,20250101,R
400000,1984,1508,0,30450,31694,891080000,20250101,R
350000,1980,1081,0,24150,21101,891100000,20250101,R
509000,1989,1991,0,42000,55084,891170000,20250101,F
400000,1997,1307,0,34913,50027,891290000,20250101,R
325000,1985,1236,0,23450,28855,840700000,20250101,R
335000,1979,1248,0,24150,21855,891100000,20250101,R
370000,1999,1842,0,35000,63502,891300000,20250101,R
277000,1970,1152,0,28000,15702,891150000,20250101,R
376000,1968,1572,0,29750,25643,891210000,20250101,R
540000,1998,1520,0,68250,66250,891340000,20250101,R
515000,1989,2491,0,54950,67124,891450000,20250101,R
450000,1997,1388,0,46900,58741,891340000,20250101,R
197500,1977,1745,0,40250,26568,328070000,20250101,R
865000,2004,3150,0,98000,134698,891380000,20250101,R
420000,1988,1495,0,35000,41241,891300000,20250101,R
405000,1956,1896,0,27300,24550,891060000,20250101,R
360000,2000,1248,0,31500,61808,890300000,20250101,R
435000,1990,1584,0,34300,49834,891300000,20250101,R
395000,2006,1966,0,27650,82866,951640000,20250101,R
300000,1952,931,0,28000,15741,891040000,20250101,F
420000,1977,1784,0,37450,24590,891660000,20250101,R
895000,2006,3455,0,103600,163428,891380000,20250101,R
449900,1985,1573,0,32200,39621,891080000,20250101,F
320000,1970,1663,0,28700,22844,891380000,20250101,R
342000,1946,1680,0,28000,23385,891280000,20250101,R
365000,1979,1574,0,30100,24093,891080000,20250101,R
480000,1992,1630,0,47950,56519,891470000,20250101,R
630000,1997,1828,0,46900,70480,891340000,20250101,R
417000,1989,1384,0,42350,45137,891340000,20250101,R
580000,1990,2082,0,48300,66675,891280000,20250101,R
310000,1954,1347,0,32200,17443,891280000,20250101,F
355000,1953,1149,0,38150,16144,891040000,20250101,R
495000,1998,1360,0,46900,60765,891340000,20250101,R
420000,1995,1374,0,50750,53818,891340000,20250101,R
340000,1977,1260,0,38150,21158,891020000,20250101,R
497000,1984,2284,0,26250,49592,891010000,20250101,R
329999,1979,1056,0,30100,18416,891080000,20250101,R
425000,1989,1549,0,35350,45082,891300000,20250101,R
455000,1992,1370,0,46200,51159,891340000,20250101,R
399000,1984,1476,0,35000,38469,891290000,20250101,R
690000,1998,1604,0,86765,67224,891340000,20250101,R
389000,1963,1244,0,37450,18376,891410000,20250101,R
385000,1953,1347,0,32200,18041,891070000,20250101,R
325000,1957,1151,0,24500,18726,890300000,20250101,R
137157,1984,968,0,24500,23054,891103528,20250101,A
432000,1979,1480,0,31150,26191,891080000,20250101,R
299000,1980,1519,0,38500,26711,891280000,20250101,R
532500,1997,1699,0,46900,69992,891340000,20250101,R
452900,1987,1990,0,28350,49018,891080000,20250101,R
410000,1984,1862,0,28000,38646,891040000,20250101,R
625000,1997,1842,0,46900,70862,837160000,20250101,R
560000,2001,2276,0,47600,88548,891295024,20250101,R
365000,1965,1494,0,27300,18812,891060000,20250101,R
299000,1935,945,0,28000,18892,891180000,20250101,R
449900,1978,1640,0,45850,32949,891130000,20250101,R
490000,2002,2564,0,28000,86451,891046020,20250101,R
143809,1951,1720,0,28000,23600,891041503,20250101,A
890000,2001,2825,0,98000,145543,891350000,20250101,R
490000,1969,3052,0,29750,38070,891210000,20250101,R
870000,1997,2328,0,72450,99993,891340000,20250101,R
575500,1997,1930,0,65783,70232,891440000,20250101,R
480000,1995,2289,0,41300,72679,891290000,20250101,R
910000,2001,2376,0,91000,100642,333080000,20250101,R
680000,2005,4123,0,49000,192299,890840000,20250101,R
680000,1995,2577,0,55825,100606,891340000,20250101,R
425000,1990,1384,0,42350,46702,891340000,20250101,R
820000,1990,2747,0,98350,110482,891090000,20250101,R
550000,1998,1669,0,48650,65184,833180000,20250101,R
315000,1981,1605,0,31150,29450,891100000,20250101,D
649000,1998,2335,0,64400,86741,891470000,20250101,R
409000,1989,1757,0,28000,42874,891040000,20250101,F
819000,2002,3382,0,92750,119643,891350000,20250101,R
510000,1995,2105,0,44100,71178,891490000,20250101,R
247630,1985,1322,0,30100,29692,891100000,20250101,R
487000,1983,2123,0,46900,57111,891460000,20250101,R
758000,1991,2287,0,71750,83291,891170000,20250101,R
645000,2003,2733,0,47950,112503,891490000,20250101,R
129486,1973,1184,0,31150,17462,891100000,20250101,A
525000,1992,1817,0,63350,61891,891560000,20250101,R
670000,1987,2903,0,55300,70015,891170000,20250101,R
399000,1973,1788,0,38500,27340,891020000,20250101,R
526000,1988,1914,0,67550,46975,891020000,20250101,R
650000,2007,3401,0,49700,164586,891660000,20250101,R
600000,1973,2583,0,67550,39799,891550000,20250101,R
380000,1969,2606,0,37450,25887,891450000,20250101,R
670000,1990,2242,0,50400,69155,891450000,20250101,R
635000,1996,2440,0,50400,89593,891490000,20250101,R
375000,1994,2134,0,34300,58186,890310000,20250101,R
303000,1955,1357,0,25725,19928,891010000,20250101,R
500000,1990,1798,0,46690,51332,21500000,20250101,R
585000,2000,2276,0,46550,88255,891298112,20250101,R
475000,1978,2040,0,30800,36391,891040000,20250101,R
485000,2001,2694,0,43260,92442,891310000,20250101,R
410000,1979,1714,0,28700,30610,891421820,20250101,R
580000,1990,1888,0,45850,61074,891170000,20250101,R
446000,1991,1554,0,35000,47229,891300000,20250101,R
870000,1996,2210,0,98490,82599,891340000,20250101,R
479900,1942,1929,0,28000,28340,891010000,20250101,R
508000,1997,1848,0,44275,76883,891490000,20250101,R
335000,1982,1056,0,33075,18320,891210000,20250101,R
410000,1991,1384,0,55440,48224,891440000,20250101,R
635000,1957,2075,0,70928,32451,891020000,20250101,R
650000,1994,2577,0,53130,100944,891340000,20250101,R
584000,1989,3064,0,24500,94217,891300000,20250101,M
695000,2001,3724,0,52150,101994,891300000,20250101,R
820000,2005,4331,0,61950,200756,891310000,20250101,R
785000,2005,4391,0,61950,189107,891080000,20250101,R
250000,1955,660,0,26950,8636,891100000,20250101,P
1028300,2024,4208,0.465307,87500,258433,891300000,20250101,R
580000,1964,2621,0.40000001,56000,32963,891080000,20250101,R
237954,1979,2495,0,47250,38345,891300000,20250101,U
895000,2005,3763,0,68250,174189,891310000,20250101,R
650000,1979,2115,0,96250,49893,891490000,20250101,R
480000,1980,2370,0,98000,50843,891310000,20250101,R
1150000,2005,4872,0,106750,295754,891070000,20250101,R
550000,1950,2480,0,113750,37474,891020000,20250101,R
920000,1976,2664,0,88200,44794,891210000,20250101,R
800000,2000,4349,0,80850,185871,891350000,20250101,R
532846,2005,2818,0,59500,128734,891100000,20250101,A
280000,1950,1200,0.80000001,59500,14771,891150000,20250101,R
1250000,1965,1534,0,341600,41089,891290000,20250101,R
495000,2015,1666,0.117315,51800,111722,891170000,20250101,R
875000,2013,4036,0.229569,56980,222172,891170000,20250101,R
425000,1989,1705,0,33600,47477,890320000,20250101,R
680000,1990,2304,0,64750,77242,891310000,20250101,R
375000,1995,1429,0,25725,48234,891060000,20250101,R
300000,2008,1692,0,36050,85895,891080000,20250101,R
749000,2013,3551,0.41552901,80150,215507,891490000,20250101,R
71623,1986,1692,0,27650,41874,891280000,20250101,R
13349694,1987,1583,0,27650,42016,852540000,20250101,M
800000,1974,2059,0,173040,30339,891170000,20250101,U
3851731,1990,1530,0,39200,46122,852540000,20250101,M
3851731,1992,2782,0,46550,77732,852540000,20250101,M
443500,1990,1841,0,39200,50378,930650000,20250101,U
449000,2017,1946,0.075503,33950,102147,891310000,20250101,R
595000,2017,2976,0.114814,42700,149238,891491710,20250101,R
433000,1996,1486,0,38115,50016,891300000,20250101,R
1050000,2005,2994,0,96250,207598,891490000,20250101,R
360000,1991,1486,0,34650,41724,891300000,20250101,R
825000,2014,4036,0.22970299,56980,214649,891170000,20250101,R
467000,2014,1997,0.080351,32550,101021,891130000,20250101,R
530000,2014,2292,0.096417,51800,133349,891170000,20250101,R
870000,2019,2013,0.22620501,95550,149359,891380000,20250101,R
316500,1988,1168,0,27650,32876,891100000,20250101,R
530000,2017,2261,0.25385299,40320,118004,891490000,20250101,R
1500000,2018,4206,0.171279,183050,254716,891380000,20250101,R
740500,2016,2076,0.094092,91700,136764,951350000,20250101,R
599995,2002,2279,0,42000,94556,891550000,20250101,R
400000,2018,2564,0.15214001,89250,164419,891380000,20250101,R
319900,1983,1151,0,25200,27997,890740000,20250101,R
917000,2018,3059,0.12825,107100,189005,891380000,20250101,R
517500,1991,1978,0,50750,61347,891340000,20250101,R
325000,2004,964,0,25900,47054,891420000,20250101,R
213000,1974,1340,0,28000,11381,891100000,20250101,R
429900,2000,2156,0,33600,78465,891430000,20250101,F
248777,1987,1440,0,28000,26496,891220000,20250101,R
432400,2007,1982,0,34650,87340,974730000,20250101,R
392750,2007,1815,0,37450,81898,891311554,20250101,R
780000,2003,3392,0,70000,127940,891290000,20250101,R
380000,2020,1161,0.079543,34300,81332,891300000,20250101,R
605000,2020,2622,0.158677,54670,142241,891450000,20250101,R
515000,1989,2143,0,34300,54858,891290000,20250101,R
555000,1994,2896,0,49350,77828,891290000,20250101,R
420000,1978,1501,0,28000,29007,891040000,20250101,R
558000,2020,2213,0.07667,41300,128233,891290000,20250101,R
715000,2019,3581,0.168982,50400,177496,891290000,20250101,R
714000,2022,2156,0.15668599,54600,183995,891660000,20250101,R
737500,2024,2363,0.13255499,54600,203892,891660000,20250101,R
402000,2019,1613,0,30100,93610,890300000,20250101,R
528000,2019,2434,0.100385,45500,131256,891480000,20250101,R
550000,2019,2232,0.073372,41300,126154,891290000,20250101,R
625000,2019,1781,0.125655,70000,106325,891350000,20250101,U
826000,2021,2325,0.154963,82950,167000,891380000,20250101,R
470000,2022,1876,0.079589,32900,111632,890840000,20250101,R
535000,2021,2643,0.115042,42000,136736,890110000,20250101,R
910000,2020,2390,0.095589,93100,165537,891380000,20250101,R
689000,2023,2283,4.46760988,52500,156748,891660000,20250101,R
540000,2023,2520,0.109738,37800,137799,890840000,20250101,R
618000,2021,1810,0.120809,46200,141743,891660000,20250101,R
357500,2020,1444,0.046295,26250,83472,890840000,20250101,R
731300,2024,2302,0.171049,59063,194515,891430000,20250101,R
542362,2024,1656,0.10849,42525,143153,891430000,20250101,R
539000,2020,1749,0.105108,40600,116429,927990000,20250101,R
689368,2024,2038,0.149455,56700,173946,891430000,20250101,R
594421,2024,1627,0.120529,47250,139106,891430000,20250101,R
490000,2024,1764,0.098342,35000,130595,941120000,20250101,R
477500,2024,1576,0.098342,35000,119520,891430000,20250101,R
606000,2023,2958,0.108254,37800,159126,890840000,20250101,R
464950,2024,1592,0.082535,39200,110823,891300000,20250101,R
558605,2024,1656,0.145448,44888,143112,891430000,20250101,R
589950,2024,2157,0.151554,44450,154390,951300000,20250101,R
625000,2023,1872,0.155397,44450,133247,891300000,20250101,R
491109,2024,1795,0.099529,50400,118361,891300000,20250101,R
1180000,2024,4225,0.477005,87500,281761,891300000,20250101,R
1186000,2024,4225,0.499367,87500,281761,891300000,20250101,R
597000,2023,2908,0.092981,43050,153366,891430000,20250101,R
757277,2024,2503,0.077048,78400,166443,891380000,20250101,R
526000,2024,1592,0.090105,44800,113204,891300000,20250101,R
515000,2025,1858,0.090374,44800,126597,891300000,20250101,R
685000,2022,2299,0.154433,45850,154135,891660000,20250101,R
554000,2024,2458,0.094852,43050,141292,891430000,20250101,R
585000,2024,2715,0.094852,43050,150423,891430000,20250101,R
583400,2024,2715,0.094844,43050,150423,891430000,20250101,R
543000,2024,2458,0.094852,43050,141292,891430000,20250101,R
480047,2024,1576,0.103241,35000,119520,891430000,20250101,R
499000,2024,1764,0.101826,35000,130595,891430000,20250101,R
925000,2022,2503,0.067855,78400,170502,891380000,20250101,R
705000,2024,2156,0.132414,54600,189868,891660000,20250101,R
850000,2022,2387,0.060194,78400,168257,891380000,20250101,R
860000,2022,2314,0.080079,78400,166062,801080000,20250101,R
485000,2022,1232,0.097651,57750,109514,891380000,20250101,R
578000,2022,1421,0.119799,57750,120192,891380000,20250101,R
762000,2023,2297,0.145135,51800,180636,891660000,20250101,R
887600,2024,3259,0.13009501,61950,220494,891660000,20250101,R
480000,2023,2458,0.092982,43050,139132,891210000,20250101,D
720515,2022,1741,0.23092701,50313,142015,891660000,20250101,R
693777,2024,2387,0.061809,78400,167528,891130000,20250101,R
804407,2025,2503,0.073046,78400,170836,891380000,20250101,R
469000,2022,1609,0.109032,33600,106167,891660000,20250101,R
789760,2024,3259,0.130739,61950,220494,980530000,20250101,R
785000,2024,2156,0.13236,54600,192804,891660000,20250101,R
725000,2024,2363,0.13309699,54600,200787,490850000,20250101,R
848995,2024,3259,0.137832,61950,220494,891660000,20250101,R
741075,2024,2888,0.13077299,61950,196748,891660000,20250101,R
805000,2022,1830,0.113603,82950,148976,891380000,20250101,R
520000,2022,1440,0.05508,60550,111078,891380000,20250101,R
720000,2024,3676,0.123911,53550,205244,891660000,20250101,R
625000,2022,1868,0.130477,41300,137979,493410000,20250101,R
369990,2025,1452,0.058187,28000,97786,891150000,20250101,R
375285,2025,1440,0.058187,28000,101098,891150000,20250101,R
370990,2025,1440,0.058187,28000,101098,891150000,20250101,R
655000,2024,2746,0.122271,51450,164264,891430000,20250101,R
505000,2021,1862,0.075721,40600,111889,891660000,20250101,R
420000,1979,1846,0,39550,33745,917890000,20250101,R
371990,2025,1452,0.05756,28000,97786,891150000,20250101,R
576659,2025,1846,0.05424,64050,127933,928210000,20250101,R
467000,2024,1726,0.10076,33250,116792,891430000,20250101,R
462000,2024,1726,0.082052,33250,116792,891430000,20250101,R
452000,2024,1570,0.082448,33250,108636,891430000,20250101,R
565466,2024,1816,0.148945,44888,150693,891430000,20250101,R
1005000,2024,3953,0.62435597,88935,252876,891310000,20250101,R
628766,2025,2089,0.054664,64050,137096,891380000,20250101,R
558845,2025,1562,0.054664,64050,109102,891380000,20250101,R
648988,2025,2144,0.054664,64050,139805,891380000,20250101,R
617867,2024,2020,0.129535,42700,149152,891430000,20250101,R
663009,2025,2196,0.054664,64050,142630,891380000,20250101,R
532000,2024,2143,0.15018301,47250,143686,891490000,20250101,R
