SALEPRICE,CONSTYR,LOTSQFT,CALC_ACRES,LANDVAL1,IMPVAL,ZIPCODE,SALEDATE,SALETYPE
469000,1998,1346,0,46900,58493,891340000,20260201,R
1121000,1997,2976,0,196875,135618,891180000,20260201,R
599000,1989,2516,0,60900,72245,891170000,20260201,R
369000,1989,1804,0,48703,55836,890740000,20260201,R
555000,1989,2330,0,42350,77064,852540000,20260201,R
592500,1985,2480,0,50400,67109,891171126,20260201,R
455000,1955,2863,0,47775,37337,891930000,20260201,R
555000,1997,1888,0,50400,79331,891450000,20260201,R
600000,1997,2116,0,73588,80824,701240000,20260201,R
475000,1995,2140,0,36015,75477,891490000,20260201,R
460000,1968,1892,0,33075,26623,891070000,20260201,R
698000,1991,2486,0,53130,85621,891340000,20260201,R
622000,1954,2739,0,38150,40391,891040000,20260201,R
580000,2001,2754,0,48650,108766,891431394,20260201,R
405000,1955,1275,0,34650,16728,891200000,20260201,R
445000,1980,1859,0,33110,35547,891080000,20260201,R
240000,1973,1536,0,27720,17177,891080000,20260201,R
550000,1979,2116,0,39375,32341,891080000,20260201,R
730000,2004,3341,0,67900,175291,891310000,20260201,R
462500,1988,2588,0,44800,68649,891480000,20260201,R
435000,1985,1690,0,42000,42654,890310000,20260201,R
400000,2002,3518,0,69650,174081,891170000,20260201,B
633000,1981,2618,0,44450,50059,891082345,20260201,R
935000,2013,3033,0,80500,233206,891310000,20260201,R
668958,1996,2134,0,92750,91373,852880000,20260201,R
1200000,1951,6929,0,393750,359851,891070000,20260201,B
687000,1988,2404,0,55125,64315,891300000,20260201,R
1079198,2025,4237,0.51060498,94500,0,891490000,20260201,R
400000,2009,1916,0,31500,93854,891300000,20260201,R
346000,1986,1265,0,27650,33595,891080000,20260201,R
465000,1992,1851,0,33600,56328,890320000,20260201,R
500000,1989,1965,0,33600,51846,890320000,20260201,R
415000,1987,1583,0,27650,40941,913260000,20260201,R
365000,1991,1570,0,36050,50182,891130000,20260201,R
167711,1987,1290,0,26250,32449,891100000,20260201,A
460000,1992,1732,0,29400,61305,890320000,20260201,R
425000,1998,1690,0,29750,63135,890320000,20260201,R
693000,1990,2775,0,53200,83584,891380000,20260201,R
430000,1994,1580,0,34650,55370,891300000,20260201,R
1650000,1964,3371,0,327250,35683,891170000,20260201,R
618000,1990,3698,0,46550,89103,891280000,20260201,R
560000,2012,2996,0.118961,39900,139967,891660000,20260201,R
460000,2016,2022,0.090626,33600,114507,891490000,20260201,R
920000,2017,3167,0.15186299,126350,203098,891380000,20260201,R
755000,2016,3532,0.126176,41650,171086,891660000,20260201,R
327000,1992,1574,0,38115,49776,891440000,20260201,R
561000,2014,2522,0.10652,51800,139511,891170000,20260201,R
400000,1993,1812,0,34650,56433,890520000,20260201,D
475000,2014,1666,0.10652,51800,107793,891170000,20260201,R
555000,2014,2522,0.097337,51800,141663,891170000,20260201,R
1225000,2017,3302,0.23469999,154000,243420,891380000,20260201,R
510000,2018,2471,0.080349,34650,125765,891430000,20260201,R
494000,2018,2471,0.080348,34650,125765,891660000,20260201,R
370000,1966,1806,0,26950,25724,891010000,20260201,R
2025000,2018,5016,0.29243401,218750,339046,891380000,20260201,R
1575000,2018,2852,0.20794,143150,228176,891380000,20260201,R
330000,1959,1224,0,26250,17163,891010000,20260201,R
246000,1973,1104,0,33250,16257,891310000,20260201,R
229900,1987,1440,0,28000,19125,891220000,20260201,R
390000,1981,1287,0,25200,24958,891100000,20260201,R
165000,1976,1755,0,28000,3558,891210000,20260201,R
1685000,2018,5288,0.224039,67988,305652,891290000,20260201,R
862500,2018,3575,0.143408,50400,177909,891290000,20260201,R
485000,2011,2453,0,38850,112186,891665076,20260201,R
410000,2006,1751,0,29750,81038,891310000,20260201,R
359900,2004,1334,0,25900,58790,891420000,20260201,R
565000,1993,2443,0,66850,77372,891340000,20260201,R
497500,2010,1877,0,37800,98989,891660000,20260201,R
247975,1983,1248,0,28000,19648,891220000,20260201,R
256500,1983,1328,0,28000,22042,891220000,20260201,R
125000,1984,1440,0,28000,21152,891340000,20260201,T
449900,2014,1930,0,32200,98887,891660000,20260201,U
240000,1964,1596,0,23450,22729,891010000,20260201,R
420000,2000,1482,0,33600,59472,891430000,20260201,R
450000,2007,1848,0,32550,84511,891660000,20260201,R
168845,2006,2357,0,48125,119085,891310000,20260201,A
640000,2021,1796,0.101009,70000,107735,891380000,20260201,U
1900000,2019,3704,0.327292,284375,280376,891380000,20260201,R
432000,2020,1674,0.094286,30800,101974,890840000,20260201,R
405000,1995,1558,0,33950,49752,303390000,20260201,R
825000,2019,2591,0.120722,99050,162634,891380000,20260201,R
965000,1994,3713,0,77910,124129,891290000,20260201,R
599990,2019,2032,0.20782,44678,134135,891310000,20260201,R
999999,2019,2452,0.193022,127750,204687,891380000,20260201,R
440000,2019,1602,0,34300,105422,890840000,20260201,R
899000,2020,2123,0.133542,127750,180731,800380000,20260201,R
860000,2019,3540,0.131128,58800,179912,891660000,20260201,R
540000,2022,1868,0.120478,45850,128915,891660000,20260201,R
475000,2020,1785,0.072315,33250,111289,891660000,20260201,R
400000,2019,1556,0.092721,31850,93396,891410000,20260201,D
855000,2019,2591,0.11787,99050,162551,891380000,20260201,R
445000,2019,1997,0.120801,31850,112823,890840000,20260201,R
472500,2022,2415,0.089111,32900,132480,926630000,20260201,R
465000,2022,1761,0.080319,35000,110617,891490000,20260201,R
609000,2022,2028,0.126801,46200,160459,891660000,20260201,R
520000,1977,1776,0,52500,27466,891303009,20260201,R
650000,2023,2328,0.120195,39200,145315,891660000,20260201,R
835000,2020,3606,0.13692901,58800,180060,891660000,20260201,R
500000,2021,2022,0.084481,39900,122080,891660000,20260201,R
500000,2020,1850,0.108055,38500,117816,891660000,20260201,R
707253,2026,2728,0.103165,57750,0,891660000,20260201,R
725000,2023,2260,0.092906,57750,144897,891660000,20260201,R
520000,2022,1831,0.113686,45850,128334,891660000,20260201,R
630000,2022,2109,0.205018,44678,129392,891660000,20260201,R
535000,2024,2526,0.088114,42000,152543,891660000,20260201,R
529900,2022,2109,0.082612,38850,129116,891660000,20260201,R
520000,2022,1234,0.117939,57750,109892,891350000,20260201,R
535000,2023,2458,0.092982,43050,136973,891430000,20260201,R
484900,2022,1868,0.080312,33600,109088,891660000,20260201,R
515000,2024,2404,0.091786,33600,133697,891660000,20260201,R
1133000,2023,2827,0.147534,121100,224483,891380000,20260201,R
695000,2022,2068,0.25538799,51975,164329,850870000,20260201,R
478000,2023,1747,0.085814,38500,113243,968170000,20260201,R
535000,2022,1741,0.14996099,43750,134265,891290000,20260201,F
1889454,2026,3161,0.152282,140000,0,891380000,20260201,R
914340,2026,2890,0.37052801,73150,0,891310000,20260201,R
437900,2026,1426,0.149517,36750,0,890320000,20260201,R
481900,2025,1792,0.10846,36750,0,890320000,20260201,R
980000,2025,4969,0.33282,78400,292513,890310000,20260201,R
445000,2022,1511,0.119603,44888,127736,891430000,20260201,R
410000,1978,1638,0,39550,28490,895110000,20260201,R
914249,2026,3692,0.18692601,66500,0,891310000,20260201,R
1275000,2022,3076,0.131899,130900,234641,891380000,20260201,R
524442,2026,1846,0.038365,64050,0,891380000,20260201,R
565563,2026,2250,0.053766,64050,0,890810000,20260201,R
523723,2024,2893,0.12756801,38500,144803,891040000,20260201,A
890925,2025,2952,0.19268499,66500,222354,891310000,20260201,R
474090,2026,1562,0.042078,64050,0,891380000,20260201,R
404000,1980,2269,0,39550,44672,917310000,20260201,R
749000,2025,3021,0.13051701,51450,0,891430000,20260201,R
748430,2026,2488,0.16524,64750,0,891660000,20260201,R
729000,2025,3029,0.12832899,51450,0,891430000,20260201,R
449000,2024,1726,0.123321,33250,116792,891430000,20260201,R
577853,2026,2089,0.05476,64050,0,891380000,20260201,R
606375,2026,2250,0.053939,64050,0,891380000,20260201,R
441000,2026,1426,0.12779599,36750,0,890320000,20260201,R
439900,2026,1426,0.104708,36750,0,890320000,20260201,R
795000,2024,2786,1.78999996,92750,197309,891490000,20260201,R
845900,2025,3932,0.33276799,78400,242479,890310000,20260201,R
875000,2025,4237,0.33276701,78400,277684,890310000,20260201,R
860000,2025,4237,0.33267,78400,277684,890310000,20260201,R
675000,2026,1786,0.045886,65100,0,891380000,20260201,R
764105,2025,2355,0.203076,61425,0,891430000,20260201,R
684125,2026,1841,0.12631001,47250,0,891430000,20260201,R
680000,2024,2115,0.0752,71050,145063,891380000,20260201,R
475000,2024,1710,0.086007,33250,103962,891660000,20260201,R
715700,2026,1841,0.13703699,47250,0,891430000,20260201,R
838480,2026,2584,0.151436,56700,0,891430000,20260201,R
867410,2026,2302,0.151437,56700,0,891430000,20260201,R
628540,2025,1816,0.108413,42525,0,891430000,20260201,R
617200,2026,1841,0.12625501,47250,0,891430000,20260201,R
661610,2026,1841,0.120459,47250,0,891430000,20260201,R
778110,2026,2355,0.151438,56700,0,891430000,20260201,R
540000,2024,2129,0.089009,39200,135910,891660000,20260201,R
775929,2026,2728,0.098751,57750,0,891660000,20260201,R
893675,2025,3948,0.162407,66500,0,891310000,20260201,R
489990,2026,1780,0.082644,36750,0,891660000,20260201,R
595000,2026,2176,0.063355,60200,0,951350000,20260201,R
522420,2026,1933,0.082645,36750,0,891660000,20260201,R
539000,2026,1933,0.082369,36750,0,891660000,20260201,R
955800,2025,4214,0.225474,68250,0,891430000,20260201,R
634020,2025,2004,0.12626299,52500,165619,891660000,20260201,R
1221623,2026,4214,0.209278,68250,0,891180000,20260201,M
1775000,2026,3202,0.22598299,112000,0,891380000,20260201,R
1889900,2026,3202,0.281519,112000,0,891380000,20260201,R
1639443,2026,4050,0.169388,112000,0,891380000,20260201,R
488537,2026,2080,0.074732,33250,0,891660000,20260201,R
2242580,2026,3291,0.30873001,157500,0,891300000,20260201,R
1725000,2026,3291,0.206368,157500,0,891380000,20260201,R
1892333,2026,3291,0.195645,157500,0,891170000,20260201,R
788589,2025,2454,4.17038012,61250,0,891380000,20260201,R
338835,2025,1103,0.051423,26250,0,890300000,20260201,R
753999,2025,2642,0.253169,68250,0,891480000,20260201,R
752537,2026,3355,0.14674801,68250,0,891430000,20260201,R
1221623,2026,2460,0.15351599,68250,0,891180000,20260201,M
744604,2026,2642,0.22667301,68250,0,891430000,20260201,R
703923,2026,2010,0.177898,68250,0,891430000,20260201,R
735000,2025,3525,0.137024,45500,201645,891660000,20260201,R
845000,2025,3001,0.110359,89250,211892,891380000,20260201,R
841990,2025,3001,0.110435,89250,211892,891380000,20260201,R
499990,2025,2012,0.190963,32200,0,891210000,20260201,R
444424,2025,1552,0.19724201,32200,0,891210000,20260201,R
925000,2026,3330,0.119961,89250,0,891380000,20260201,R
563000,2025,1904,0.084322,38500,145102,891660000,20260201,R
570000,2026,2402,0.13812201,55055,0,891180000,20260201,R
564000,2026,2402,0.107262,50050,0,891180000,20260201,R
1060000,2025,4237,0.48175299,94500,0,891490000,20260201,R
975000,2025,4287,0.48053601,94500,0,891490000,20260201,R
855869,2025,2732,0.15151501,52500,211627,891660000,20260201,R
844390,2025,1985,0.13870201,92050,0,891380000,20260201,R
1280000,2025,2738,0.169083,157500,0,891380000,20260201,R
822718,2026,2454,11.94629955,61250,0,891380000,20260201,R
665865,2026,1831,11.94629955,61250,0,891380000,20260201,R
791396,2026,2454,11.94629955,61250,0,891380000,20260201,R
1599000,2024,4185,0.46321499,103950,333499,891490000,20260201,R
889000,2025,3330,0.10816,89250,231676,891380000,20260201,R
869800,2025,3001,0.11066,89250,211892,891380000,20260201,R
882300,2025,3210,0.110552,89250,226209,891380000,20260201,R
893000,2025,3330,0.121846,89250,0,891380000,20260201,R
754862,2025,2176,11.94629955,61250,0,891380000,20260201,R
987734,2026,3089,11.94629955,61250,0,891380000,20260201,R
963692,2026,3330,0.164427,93713,0,961500000,20260201,R
980000,2025,4287,0.43498901,94500,0,891490000,20260201,R
385000,2025,1452,0.057246,28000,97786,891150000,20260201,R
1175000,1996,3923,0,101745,158149,891280000,20260201,R
642719,2025,2750,0.08611,38500,190741,891660000,20260201,R
520492,2026,2080,0.075429,33250,0,891660000,20260201,R
604950,2025,2707,0.119325,47250,0,891430000,20260201,R
761581,2026,2276,0.129457,47250,0,891430000,20260201,R
619950,2025,1960,0.13218801,47250,0,891430000,20260201,R
630000,2025,2084,0.133385,47250,0,891430000,20260201,R
709950,2025,3407,0.124569,47250,0,891430000,20260201,R
639950,2025,2772,0.124901,47250,0,891430000,20260201,R
666864,2026,2466,0.082392,60200,0,891380000,20260201,R
694950,2025,3070,0.161888,47250,0,891430000,20260201,R
499990,2026,1684,0.110709,36750,0,890490000,20260201,R
516990,2026,1824,0.116231,36750,0,891660000,20260201,R
539990,2026,1824,0.105584,36750,0,891660000,20260201,R
655353,2026,2176,0.076081,60200,0,891380000,20260201,R
657845,2026,2176,0.079646,60200,0,891280000,20260201,R
499496,2026,2080,0.074732,33250,0,891660000,20260201,R
469651,2026,1710,0.074732,33250,0,891660000,20260201,R
472584,2026,1710,0.074732,33250,0,891660000,20260201,R
517165,2026,2080,0.085409,33250,0,891660000,20260201,R
398655,2025,1999,0.073534,26250,0,891210000,20260201,R
361671,2025,1572,0.054839,26250,0,891210000,20260201,R
326360,2025,1103,0.058402,26250,0,923010000,20260201,R
346832,2025,1572,0.060108,26250,0,891210000,20260201,R
318000,2009,1318,0,25900,58168,891490000,20260101,R
349950,2008,1451,0,25900,69461,891490000,20260101,R
320000,2006,1318,0,25900,54030,891490000,20260101,R
334000,2004,1435,0,28350,57044,891290000,20260101,R
260000,2006,2222,0,25900,91777,890740000,20260101,R
330000,2004,1279,0,28700,46971,891290000,20260101,R
410000,2013,1911,0,32900,92415,891290000,20260101,R
405000,2005,1982,0,26950,84285,891290000,20260101,R
350000,1998,1400,0,30100,46639,891280000,20260101,R
390000,2015,1789,0,30450,93083,891410000,20260101,R
340000,2004,1358,0,28350,57918,891090000,20260101,R
320000,2005,1609,0,31500,69412,787300000,20260101,R
345000,2005,1480,0,28700,55087,891290000,20260101,R
316400,1993,1281,0,31850,37449,852880000,20260101,R
404900,2007,1846,0,28700,79392,891490000,20260101,R
294000,2006,1534,0,28700,67101,891360000,20260101,F
420000,2000,1403,0,31850,50131,891290000,20260101,R
370000,2007,1572,0,28000,73462,70010000,20260101,R
430000,2015,2020,0,33950,109372,891660000,20260101,R
415000,2009,1919,0,28700,84673,891490000,20260101,R
350000,2005,1739,0,25900,68381,891490000,20260101,R
620000,2006,1962,0,67900,110130,598400000,20260101,R
503500,2006,2674,0,57050,108514,891170000,20260101,R
395000,2006,1740,0,33250,70714,891100000,20260101,R
389000,2001,1753,0,30100,60006,890310000,20260101,R
365000,2005,1572,0,28000,70379,891490000,20260101,R
366000,2003,1606,0,33250,60384,890310000,20260101,R
410000,2005,2089,0,30100,86209,891490000,20260101,R
385000,2010,1919,0,32200,90522,891190000,20260101,R
477000,2007,2077,0,65450,92026,891230000,20260101,T
435000,2012,1844,0,33250,96937,891660000,20260101,R
380000,1992,1343,0,33600,42887,891280000,20260101,R
460000,2009,3020,0,34650,121463,891310000,20260101,R
155000,1955,576,0,19600,8073,891450000,20260101,R
315000,1988,1042,0,22050,29548,891420000,20260101,R
490000,2003,1525,0,57750,60856,917240000,20260101,R
290000,1992,1162,0,22750,34162,891080000,20260101,R
394999,2006,1674,0,30450,71238,891310000,20260101,R
438000,2012,1844,0,33250,96937,985020000,20260101,R
287000,1983,2181,0,26600,40585,890810000,20260101,T
320000,1984,1026,0,26600,27994,891080000,20260101,R
445000,2007,2299,0,43400,93357,891290000,20260101,R
425000,2003,2038,0,32550,74997,891290000,20260101,R
360260,1988,996,0,30450,29652,891280000,20260101,R
415000,2005,2066,0,32200,91026,891310000,20260101,R
386000,1989,1763,0,26600,43759,891290000,20260101,R
520000,2003,1723,0,52535,68936,891380000,20260101,R
310000,1989,869,0,22050,26445,891420000,20260101,R
465000,2006,2107,0,31500,89455,891290000,20260101,R
380000,2000,1042,0,51100,46500,891440000,20260101,R
380000,2003,1978,0,30450,73711,891430000,20260101,R
340000,2000,1364,0,26600,49375,891100000,20260101,R
410000,1994,1792,0,33600,57927,891080000,20260101,R
392000,1994,1254,0,33600,40192,891290000,20260101,R
179809,1986,1284,0,30100,32118,891280000,20260101,P
329900,2003,1285,0,25900,54350,891060000,20260101,R
425000,1995,1567,0,34650,51438,891450000,20260101,R
310000,1985,1276,0,33250,32172,891450000,20260101,R
417150,2006,2318,0,30450,90386,891310000,20260101,R
338000,1995,2154,0,37450,63983,891290000,20260101,R
340000,1998,1134,0,28263,46808,891430000,20260101,R
422500,1998,1524,0,35700,53343,891290000,20260101,R
360000,1999,1298,0,28263,52679,891430000,20260101,R
330000,1987,1027,0,26250,28253,891080000,20260101,R
409900,2007,2098,0,24850,82726,891100000,20260101,R
384000,1995,1630,0,23800,47291,891100000,20260101,R
390000,1993,1641,0,33600,51084,968150000,20260101,R
359000,1986,1294,0,26250,30455,891080000,20260101,R
270000,1983,1152,0,19600,12484,864090000,20260101,R
450000,2006,2283,0,32900,93400,891290000,20260101,R
400000,1994,1776,0,42000,52585,891290000,20260101,R
395000,2006,1668,0,37100,75219,890840000,20260101,R
328000,1990,1183,0,25795,36204,891420000,20260101,R
415000,2000,1272,0,45150,53397,917480000,20260101,R
328402,2006,1542,0,29418,67348,891490000,20260101,T
430000,1993,1654,0,33600,50175,891280000,20260101,R
455000,1998,1430,0,52500,54705,950140000,20260101,R
350000,2000,1134,0,28263,49229,891430000,20260101,R
383600,2003,1327,0,34300,67206,891490000,20260101,R
450000,1989,1991,0,42000,54575,891170000,20260101,R
400000,1994,1332,0,33600,43961,891300000,20260101,R
380000,1994,1232,0,33600,40490,890480000,20260101,R
315000,1995,1366,0,42000,48400,891200000,20260101,T
499000,2017,2318,0,38850,124847,891660000,20260101,R
465000,2012,2763,0,37800,124911,891290000,20260101,R
145229,1983,1265,0,25200,26422,891100000,20260101,R
422000,2005,1992,0,29050,85957,840700000,20260101,R
450000,2006,2464,0,34300,98858,891490000,20260101,R
380000,1998,1252,0,30450,50795,891310000,20260101,R
410000,2000,1989,0,37800,71875,891170000,20260101,R
344444,1998,1252,0,30450,50795,890440000,20260101,R
355000,1998,2108,0,39200,68726,891470000,20260101,T
305000,2001,2156,0,33600,79975,891340000,20260101,R
430000,1996,1315,0,52500,48046,891340000,20260101,R
400000,1998,2058,0,30450,67844,891310000,20260101,R
557500,2004,2314,0,64400,85847,917090000,20260101,R
385000,1989,1300,0,28350,38425,891080000,20260101,R
341500,1996,1207,0,33250,46769,891290000,20260101,R
172629,1983,1184,0,31850,27981,891450000,20260101,P
442500,1994,1823,0,35350,56813,891300000,20260101,R
455000,1996,2030,0,35700,63424,891290000,20260101,R
385000,2004,1564,0,37450,68587,913620000,20260101,R
410000,2001,1946,0,33950,73063,890310000,20260101,R
370000,2003,1650,0,33950,64621,890310000,20260101,R
377500,1998,1608,0,35000,59914,891190000,20260101,R
140166,1978,1668,0,62300,35027,891020000,20260101,B
415000,2000,1957,0,37800,68661,940870000,20260101,R
278000,1985,1276,0,33250,32107,891460000,20260101,R
515000,2011,2709,0,34650,119846,891660000,20260101,R
505000,1996,2680,0,30800,74126,891314585,20260101,R
499500,1999,1671,0,52500,59680,891440000,20260101,R
475000,2000,2434,0,39550,80722,891290000,20260101,R
315000,1996,1254,0,34300,42936,891070000,20260101,R
325000,1990,1147,0,33250,37058,891410000,20260101,R
380000,2003,2024,0,33250,75005,891310000,20260101,R
465000,1992,1830,0,32550,56177,891280000,20260101,R
490000,1994,2046,0,33600,59505,891280000,20260101,R
375500,1984,1066,0,31850,27641,891450000,20260101,F
645888,1999,2430,0,61600,88313,891440000,20260101,R
292000,1955,853,0,26250,13509,891070000,20260101,R
301060,1982,1680,0,24500,31069,902780000,20260101,T
530000,2000,1722,0,52500,66246,891440000,20260101,R
580000,2003,2057,0,54600,90305,891380000,20260101,R
608000,2010,1769,0,70350,95605,926140000,20260101,R
340000,2000,1135,0,33250,49524,891300000,20260101,R
321900,2001,1309,0,25900,52604,891060000,20260101,R
402500,2003,2024,0,37450,75033,913620000,20260101,R
465000,2005,2101,0,35000,88923,891460000,20260101,R
320000,1956,951,0,26250,13039,890520000,20260101,R
360000,2003,2492,0,33250,88130,891310000,20260101,R
358500,1988,1152,0,23100,30968,891100000,20260101,R
359900,2001,1413,0,33250,58792,589131,20260101,R
346500,1985,1215,0,27650,31967,891070000,20260101,R
383000,1988,1070,0,30100,31018,891280000,20260101,R
425000,1990,1887,0,29400,50518,891080000,20260101,R
560000,1980,1668,0,62300,35988,120740000,20260101,F
629999,1996,2661,0,49350,82299,891470000,20260101,R
415000,1987,2110,0,31500,49562,891080000,20260101,R
265000,1990,1763,0,26600,45492,891230000,20260101,R
462499,2001,1686,0,35700,68207,891310000,20260101,R
379900,1989,1655,0,27650,44479,891080000,20260101,R
540000,1994,1942,0,44800,64864,891170000,20260101,R
415000,1997,2020,0,31500,64157,891310000,20260101,R
460350,1995,2294,0,47950,70830,890150000,20260101,R
330000,1978,1920,0,32550,29128,891070000,20260101,R
515000,2000,2079,0,64400,76966,891440000,20260101,R
555000,1999,2733,0,39900,109158,891290000,20260101,R
496000,2000,2213,0,42700,76024,891190000,20260101,R
403900,1998,1436,0,35700,54434,891290000,20260101,R
385000,1993,1232,0,32200,39158,891300000,20260101,R
395000,1996,1570,0,33250,50476,891300000,20260101,R
385755,2004,1673,0,33250,72157,891310000,20260101,R
402500,1999,1742,0,35700,69755,891430000,20260101,R
435000,2000,1144,0,46900,50396,891440000,20260101,R
373000,1976,1536,0,32550,19690,891300000,20260101,R
404000,2004,1669,0,32200,73518,891310000,20260101,R
400000,1996,1336,0,35350,52619,891170000,20260101,R
435000,1999,1782,0,35000,67174,891300000,20260101,R
580000,1999,2674,0,71750,92516,891440000,20260101,R
468000,1990,1836,0,31500,51400,891440000,20260101,T
480000,2006,2119,0,32900,96190,890850000,20260101,R
380000,1988,1625,0,31500,42171,891450000,20260101,R
629000,2003,2884,0,46550,114119,891290000,20260101,R
519900,2007,1510,0,70350,88919,891380000,20260101,R
425000,2005,1871,0,35700,89307,921010000,20260101,U
320000,2005,1598,0,35000,76987,891460000,20260101,R
800000,2018,2755,0,100450,148206,891380000,20260101,R
450000,2006,1756,0,35000,85465,890840000,20260101,R
401251,1996,1295,0,50050,51699,891470000,20260101,R
68291,1971,1200,0,10500,13402,891060000,20260101,B
546000,2002,1884,0,62650,74061,891380000,20260101,R
560000,2004,3723,0,43750,125299,891290000,20260101,R
421000,1999,1795,0,34300,65139,891150000,20260101,R
400000,1964,2394,0,31850,27511,891130000,20260101,R
445000,2003,1630,0,36750,74226,891290000,20260101,R
435000,1962,2236,0,31850,27003,891070000,20260101,R
388000,2001,1413,0,33250,61996,891310000,20260101,R
370000,2014,1747,0,38500,98262,891130000,20260101,T
366000,1990,1500,0,35700,46461,890310000,20260101,R
151651,1972,1084,0,33250,16328,890440000,20260101,R
392500,1997,1596,0,33600,60329,891490000,20260101,R
128797,1955,946,0,31500,13630,921270000,20260101,R
311000,1962,2412,0,30800,30168,891080000,20260101,R
470000,2003,1852,0,46550,81566,891290000,20260101,R
385000,2003,1754,0,27650,66159,891080000,20260101,R
420000,1997,1668,0,33950,57765,891314764,20260101,R
378000,1998,1342,0,26250,46321,890300000,20260101,R
200000,1960,1500,0,24500,20185,890300000,20260101,R
125646,1962,1282,0,27300,16676,890110000,20260101,A
450000,2006,1598,0,35000,78884,890840000,20260101,U
230000,1951,1268,0,28000,18083,917760000,20260101,P
104120,1971,1056,0,23226,13216,890320000,20260101,R
400000,1971,1788,0,10500,27511,891060000,20260101,R
335000,1991,1423,0,24850,41249,801250000,20260101,R
410000,1995,1567,0,33250,51438,891460000,20260101,R
600000,1997,1980,0,48650,67831,891340000,20260101,U
406000,1977,1698,0,62300,31386,891230000,20260101,R
363000,1984,1253,0,28000,27093,891210000,20260101,R
315000,1961,988,0,31850,13468,891200000,20260101,R
184408,1955,1008,0,27300,13448,750190000,20260101,T
500000,1997,2598,0,45150,81550,891440000,20260101,R
270000,1962,1180,0,31850,17605,891280000,20260101,R
415000,2003,1594,0,30450,70563,891310000,20260101,R
392000,1962,2309,0,24850,27227,891010000,20260101,R
675000,1999,3215,0,50400,107214,891290000,20260101,R
280000,1969,1416,0,26250,20107,891150000,20260101,R
555000,2000,2481,0,61950,83203,926770000,20260101,R
380000,1979,1328,0,30100,24736,891080000,20260101,R
299999,1971,984,0,26950,14891,891010000,20260101,R
340000,1964,1496,0,25550,20576,891210000,20260101,R
365000,1961,1619,0,26250,21783,891010000,20260101,F
391600,1994,1143,0,33600,42702,891280000,20260101,R
370000,1963,1335,0,34650,19148,891460000,20260101,R
420000,1943,1788,0,28000,24042,891040000,20260101,R
300000,1963,1211,0,26250,17665,23330000,20260101,R
360000,1962,1568,0,28000,18429,891040000,20260101,F
410000,1962,1753,0,30800,27830,891340000,20260101,R
415000,1995,1582,0,37450,55062,891290000,20260101,R
360000,1964,1500,0,26950,19402,890320000,20260101,R
380000,2019,1542,0,31150,92593,891150000,20260101,R
309000,1979,1120,0,30100,17183,919100000,20260101,R
460000,1998,1520,0,46900,66250,891340000,20260101,R
845000,1994,2267,0,63350,79378,891170000,20260101,R
270000,1954,1042,0,22750,13067,923370000,20260101,R
380000,1963,1770,0,31850,22163,891070000,20260101,R
485000,1996,2218,0,37100,69930,891470000,20260101,R
380000,1965,1248,0,30800,18535,891080000,20260101,R
340000,1972,1084,0,33250,15163,913060000,20260101,R
450000,2000,2102,0,35000,80439,891310000,20260101,R
285000,1964,1456,0,24150,20616,891100000,20260101,R
340000,1960,1274,0,31850,44050,891070000,20260101,R
410000,1991,1554,0,35000,50267,891300000,20260101,R
430000,1994,1635,0,31850,53452,890310000,20260101,R
620000,2005,3487,0,49000,158714,891490000,20260101,R
395000,1957,1516,0,34650,24964,891070000,20260101,R
360000,1953,1547,0,25200,24126,891080000,20260101,R
380158,1969,1680,0,37450,21167,927820000,20260101,R
265000,1953,936,0,26250,13634,891010000,20260101,R
405000,1962,1957,0,34650,27082,891070000,20260101,R
400000,1996,1179,0,46900,47300,891340000,20260101,R
250000,1954,1462,0,28000,19437,984060000,20260101,R
435000,1996,1402,0,46900,55858,891340000,20260101,R
225000,1965,1196,0,24150,17754,891310000,20260101,R
420000,1994,1797,0,31500,59154,890320000,20260101,R
247500,2007,2408,0,35350,114461,60330000,20260101,B
525000,1994,2514,0,67550,84624,891280000,20260101,R
125000,1981,979,0,24150,19059,891280000,20260101,R
380000,1979,1620,0,38500,26889,891454936,20260101,B
405000,1963,2384,0,39550,56366,891020000,20260101,R
450000,1997,1673,0,40250,65115,891010000,20260101,U
475000,1998,1634,0,40250,61379,891300000,20260101,R
410000,1994,1811,0,43400,60158,891280000,20260101,R
267500,1961,1274,0,31850,16305,891350000,20260101,R
369000,1970,1450,0,31850,22579,891070000,20260101,R
355000,1966,1352,0,31500,20742,891080000,20260101,R
295000,1964,1414,0,24150,19562,890300000,20260101,R
312750,1979,1620,0,38500,26415,296010000,20260101,T
225835,1957,4800,0,26250,52707,891200000,20260101,R
300000,1963,1766,0,32200,22031,891100000,20260101,F
710000,1978,2403,0,62300,45425,891020000,20260101,R
460000,2001,2276,0,47600,90770,891310000,20260101,B
340000,1995,1317,0,28700,48776,891080000,20260101,R
365000,1953,1509,0,28000,19595,891040000,20260101,R
65500,1963,1400,0,28000,19964,891040000,20260101,B
380000,1996,1510,0,50750,60867,891780000,20260101,R
170066,1974,1946,0,31500,24256,891080000,20260101,B
518000,2013,2376,0,40950,127527,890850000,20260101,R
392000,1978,1248,0,24150,23041,891100000,20260101,R
156250,1971,1320,0,15750,14786,891230000,20260101,R
639000,1994,3215,0,50400,89755,891290000,20260101,R
350000,1988,1236,0,28350,35289,891080000,20260101,R
